,eco,opening,white,black,white_elo,black_elo,result,time_control,termination,date,moves,num_moves
3095,B02,,SuoknuutiMax,drchess209665,495,500,1-0,180,SuoknuutiMax won on time,2025.10.15,"['e4', 'Nf6', 'Nc3', 'e6', 'Nf3', 'Nc6', 'd4', 'Bb4', 'e5', 'Ng4', 'Ng5', 'h6', 'Qxg4', 'hxg5', 'Qxg5', 'Qxg5', 'Bxg5', 'Rh5', 'f4', 'Nxd4', 'O-O-O', 'Nf5', 'Be2', 'Rh7', 'g4', 'Ne3', 'Rd3', 'Bxc3', 'bxc3', 'Ng2', 'h4', 'Nxf4', 'Bxf4', 'g5', 'Bxg5', 'd5', 'exd6', 'cxd6', 'Bf6', 'e5', 'Rxd6', 'Bd7', 'h5', 'Rc8', 'Bxe5', 'Rxc3', 'Bxc3', 'Kd8', 'g5', 'Ke7', 'g6', 'fxg6', 'hxg6', 'Rxh1+', 'Kd2', 'Kxd6', 'g7', 'Rg1', 'Bg4', 'Rxg4', 'Ke2', 'Be6', 'Kf3', 'Rg1', 'Kf2', 'Rg6', 'Be5+', 'Kxe5', 'Ke3']",69
3096,A45,,WisconsinPawnMaster,SuoknuutiMax,490,487,1-0,180,WisconsinPawnMaster won on time,2025.10.15,"['d4', 'd5', 'c3', 'Nf6', 'Bg5', 'Nc6', 'Bxf6', 'gxf6', 'e3', 'e5', 'Bb5', 'exd4', 'cxd4', 'Qe7', 'Qc1', 'Bd7', 'a3', 'a6', 'Be2', 'O-O-O', 'Nf3', 'Bg4', 'h3', 'Bxf3', 'Bxf3', 'Nb4', 'Bg4+', 'Kb8', 'Qc3', 'Nc6', 'Nd2', 'Qd6', 'Bf3']",33
3097,B00,,egoggof,SuoknuutiMax,480,479,1-0,180,egoggof won by resignation,2025.10.16,"['e4', 'd5', 'e5', 'Nc6', 'd4', 'f6', 'Nf3', 'fxe5', 'Nxe5', 'Nxd4', 'Qxd4']",11
3098,C41,,SuoknuutiMax,Elodie1050018,487,484,1-0,180,SuoknuutiMax won on time,2025.10.16,"['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'Bg4', 'O-O', 'Bxf3', 'Qxf3', 'f6', 'Bd5', 'c6', 'Bc4', 'b5', 'Bb3', 'Na6', 'a3', 'b4', 'axb4', 'Nxb4', 'Nc3', 'Qb6', 'd3', 'Ne7', 'Be6', 'Ng6', 'Be3', 'Qb7', 'Qe2', 'Nh4', 'Rfd1', 'Be7', 'd4', 'exd4', 'Rxd4', 'Na6', 'Rxa6', 'Qxb2', 'Rxc6', 'Rd8', 'e5', 'fxe5', 'Rxh4', 'Bxh4', 'Bxa7', 'Qc1+', 'Nd1', 'Ke7', 'g3', 'Bg5', 'Bg4', 'Kf6', 'Be3', 'Qa3', 'Bxg5+', 'Kxg5', 'Rc3', 'Qa1', 'h3', 'Kf6', 'Qf3+', 'Ke7', 'Rc7+', 'Rd7', 'Bxd7', 'Kd8', 'Rc8+', 'Kxd7', 'Rxh8', 'Kc7', 'Qf7+', 'Kc6', 'Rxh7', 'Qxd1+', 'Kg2']",75
3099,C40,,SuoknuutiMax,SuluNation,487,488,0-1,180,SuluNation won by resignation,2025.10.16,"['e4', 'e5', 'Nf3', 'f6', 'Bc4', 'd6', 'Nc3', 'b6', 'O-O', 'c5', 'd3', 'Be6', 'Nd5', 'Bxd5', 'Bxd5', 'Nd7', 'Bxa8', 'Qxa8', 'Re1', 'Ne7', 'a3', 'g5', 'h3', 'Bg7', 'c3', 'O-O', 'd4', 'cxd4', 'cxd4', 'exd4', 'Nxd4', 'd5', 'Ne6', 'Re8', 'Nxg7', 'Kxg7', 'g3', 'Rd8', 'exd5', 'Nxd5', 'Qxd5', 'Qxd5', 'Re7+', 'Kf8', 'Rxh7']",45
3100,A06,,MrChillbear87,SuoknuutiMax,482,479,1-0,180,MrChillbear87 won by resignation,2025.10.16,"['e3', 'd5', 'Nf3', 'Nf6', 'c4', 'Bg4', 'Be2', 'h6', 'Qb3', 'dxc4', 'Qxc4', 'Nc6', 'Qb5', 'e5', 'Qxb7', 'Bd6', 'Qxc6+']",17
3101,B01,,DavitShmo1,SuoknuutiMax,465,487,0-1,180,SuoknuutiMax won by resignation,2025.10.16,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'Nc6', 'Nf3', 'Bg4', 'Be3', 'Nf6', 'Be2', 'h6', 'h3', 'Bh5', 'O-O', 'a6', 'g4', 'Bg6', 'Nh4', 'Bh7', 'Bd3', 'Bxd3', 'Qxd3', 'e5', 'Rad1', 'exd4', 'Bxd4', 'Nxd4', 'Qxd4', 'Qxd4', 'Rxd4', 'Bc5', 'Rd5', 'Nxd5', 'Nxd5', 'Be7', 'Nxc7+', 'Kd7', 'Nxa8', 'Rxa8', 'Rd1+', 'Kc7', 'c3', 'Bxh4', 'Kg2', 'Rd8', 'Rxd8', 'Kxd8', 'f4', 'g5', 'fxg5', 'Bxg5', 'Kg3', 'Bc1', 'b4', 'Bb2', 'h4', 'Bxc3', 'g5', 'hxg5', 'hxg5', 'Bxb4', 'Kg4', 'Bc3', 'Kh5', 'b5', 'Kh6', 'b4', 'Kh7', 'a5', 'Kg8', 'a4', 'Kxf7', 'b3', 'g6', 'bxa2', 'g7', 'Bxg7', 'Kxg7', 'a1=R', 'Kf7', 'Re1', 'Kf6', 'Kd7', 'Kf7', 'Rf1+', 'Kg6', 'Ke6', 'Kg7', 'Rf2', 'Kg6', 'Rg2+', 'Kh5', 'Kf5']",96
3102,C40,,SuoknuutiMax,AF2319,495,460,1-0,180,SuoknuutiMax won by checkmate,2025.10.16,"['e4', 'e5', 'Nf3', 'Bc5', 'Nxe5', 'd6', 'Nd3', 'Nf6', 'Nxc5', 'dxc5', 'Nc3', 'Qd4', 'd3', 'Nc6', 'Be3', 'Qd6', 'Be2', 'Nb4', 'a3', 'Nc6', 'Qd2', 'a6', 'h3', 'b5', 'O-O-O', 'a5', 'd4', 'b4', 'Nb5', 'Qe6', 'Nxc7+', 'Kd7', 'Nxe6', 'Kxe6', 'axb4', 'cxb4', 'd5+', 'Ke5', 'dxc6', 'Ba6', 'Bxa6', 'Rxa6', 'Bd4+', 'Kxe4', 'Bxf6', 'gxf6', 'c7', 'Rc8', 'Qd7', 'Raa8', 'Qxf7', 'Kf5', 'Qxh7+', 'Ke6', 'Rd8', 'Rxd8', 'cxd8=Q', 'Rxd8', 'Rd1', 'Rxd1+', 'Kxd1', 'f5', 'Qa7', 'Ke5', 'Qxa5+', 'Kf6', 'Qxb4', 'Kg5', 'Qa5', 'Kf6', 'Qxf5+', 'Kxf5', 'b4', 'Ke5', 'h4', 'Kd5', 'h5', 'Kc6', 'h6', 'Kb5', 'h7', 'Kxb4', 'h8=R', 'Kc3', 'Rd8', 'Kb2', 'Ke2', 'Kxc2', 'Rc8+', 'Kb3', 'Kd3', 'Kb4', 'Kd4', 'Kb3', 'Kd5', 'Kb2', 'Kd4', 'Kb3', 'Rc7', 'Kb4', 'Rb7+', 'Ka3', 'Kc4', 'Ka2', 'Kc3', 'Ka3', 'Ra7#']",107
3103,D02,,ivvarsahkkis,SuoknuutiMax,505,487,1-0,180,ivvarsahkkis won by resignation,2025.10.16,"['d4', 'd5', 'Nf3', 'Bg4', 'Bd2', 'Nf6', 'e3', 'Nc6', 'c3', 'Qd6', 'b3', 'O-O-O', 'Ne5', 'Nxe5', 'dxe5', 'Bxd1', 'exd6', 'Bxb3']",18
3104,C65,,SuoknuutiMax,Felicious1991,495,482,1-0,180,SuoknuutiMax won - game abandoned,2025.10.16,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'Bxc6', 'bxc6', 'Nxe5', 'd6', 'Nf3', 'd5', 'exd5', 'cxd5', 'Qe2+', 'Qe7', 'Qxe7+', 'Bxe7', 'O-O', 'Bb7', 'Re1', 'c6', 'd4', 'Kd7', 'Nc3', 'Rhd8', 'Bg5', 'Re8', 'Ne5+', 'Kd6', 'Nxf7+', 'Kc7', 'Bxf6', 'Bxf6', 'Rxe8', 'Rxe8', 'Rd1', 'g6', 'Nh6', 'Bg5', 'Ng4', 'Re4', 'Ne3', 'Re5', 'Re1', 'Re6', 'g3', 'Bxe3', 'Rxe3']",49
3105,A00,,gusp18,SuoknuutiMax,504,487,1-0,180,gusp18 won by resignation,2025.10.16,"['e3', 'd5', 'c4', 'dxc4', 'Bxc4', 'Be6', 'Bxe6', 'fxe6', 'Qb3', 'Qd6', 'Qxb7', 'Qd8', 'Qxa8']",13
3106,C50,,SuoknuutiMax,trevhchess,494,443,1-0,180,SuoknuutiMax won by resignation,2025.10.16,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'd5', 'exd5', 'Nd4', 'Nxe5', 'Nh6', 'c3', 'Bg4', 'f3', 'Bf5', 'cxd4', 'Bb4', 'Nc3', 'Bxc3', 'dxc3', 'O-O', 'Bxh6', 'gxh6', 'd6', 'cxd6', 'Nxf7', 'Rxf7', 'Bxf7+', 'Kxf7', 'O-O', 'Ke7', 'g4', 'Be6', 'd5', 'Bxd5', 'Qxd5', 'Qb6+', 'Kg2', 'Qxb2+', 'Kg3', 'Qxc3', 'Rfe1+', 'Kd7', 'Rac1', 'Qf6', 'Qxb7+', 'Kd8']",46
3107,B01,,Loganthetoroking,SuoknuutiMax,511,504,0-1,180,SuoknuutiMax won on time,2025.10.16,"['e4', 'd5', 'd3', 'dxe4', 'dxe4', 'Qxd1+', 'Kxd1', 'Nf6', 'f3', 'e5', 'Nc3', 'a6', 'Bg5', 'Be7', 'Nd5', 'Nxd5', 'Bxe7', 'Nxe7', 'Ne2', 'O-O', 'Nc3', 'Nbc6', 'Kc1', 'f5', 'Kb1', 'fxe4', 'Nxe4', 'Bf5', 'Ng5', 'Rad8', 'Bd3', 'Bxd3', 'cxd3', 'Rxd3', 'Ne6', 'Rf6', 'Nxc7', 'Nd5', 'Kc2', 'Ncb4+', 'Kc1', 'Nxc7', 'Rd1', 'Rxd1+', 'Kxd1', 'Rd6+', 'Ke2', 'Nc2', 'Rd1', 'Rxd1', 'Kxd1', 'Nb4', 'a3', 'Nd3', 'Kc2', 'Nf4', 'g3', 'Ng2', 'g4', 'Ne6', 'h3', 'Nef4', 'b4', 'Nxh3', 'Kc3', 'Ne1', 'Kc4', 'Nxf3', 'a4', 'e4', 'b5', 'e3', 'Kd3', 'axb5', 'Kxe3', 'bxa4', 'Kxf3', 'a3', 'Kg3', 'a2', 'Kxh3', 'a1=N', 'g5', 'Nb3', 'Kh4', 'Nc5', 'Kh5', 'Ne4']",88
3108,C41,,SuoknuutiMax,TheGreatObelisk,496,524,0-1,180,TheGreatObelisk won by resignation,2025.10.16,"['e4', 'e5', 'Nf3', 'd6', 'Nxe5', 'dxe5']",6
3109,A00,,farhan_tanveer,SuoknuutiMax,504,488,1-0,180,farhan_tanveer won by resignation,2025.10.16,"['Nc3', 'd5', 'Nf3', 'd4', 'Ne4', 'Bf5', 'd3', 'Nf6', 'Neg5', 'Nc6', 'Qd2', 'e5', 'c3', 'dxc3', 'Qxc3', 'h6', 'Qb3', 'hxg5', 'Nxg5', 'Be7', 'Qxf7+', 'Kd7', 'Qxg7', 'Ne8', 'Qxh8', 'Bxg5', 'Qxe5', 'Bxc1', 'Qxf5+']",29
3110,C61,,SuoknuutiMax,AleksNorge,496,495,1-0,180,SuoknuutiMax won on time,2025.10.16,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nd4', 'Nxd4', 'exd4', 'c3', 'd3', 'Bxd3', 'd5', 'O-O', 'Bh3', 'gxh3', 'g5', 'Re1', 'd4', 'cxd4', 'h5', 'e5', 'h4', 'Nc3', 'g4', 'Qxg4', 'Nh6', 'Qe4', 'Qg5+', 'Kf1', 'Rg8', 'Ke2', 'Nf5', 'Qxf5', 'Qg2', 'Qh7', 'O-O-O', 'Bf5+', 'Kb8', 'd3', 'Rg5', 'Bxg5', 'Qxg5', 'Rg1', 'Qf4', 'Rg4', 'Qxh2', 'Qxh4', 'Rxd4', 'Rxd4', 'Qxe5+', 'Qe4', 'Qxe4+', 'Rxe4']",53
3111,C68,,SuoknuutiMax,anhadsi,503,452,1-0,180,SuoknuutiMax won on time,2025.10.16,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Bxc6', 'dxc6', 'Nxe5', 'Qe7', 'f4', 'f6', 'Qh5+', 'g6', 'Nxg6', 'Qxe4+', 'Kf2', 'Bc5+', 'Kg3', 'Qxg6+', 'Qxg6+', 'hxg6', 'Nc3', 'Bd6', 'Re1+', 'Ne7', 'd4', 'g5', 'Ne4', 'Nf5+', 'Kg4', 'Nxd4+', 'Kg3', 'gxf4+', 'Kf2', 'O-O', 'Nxd6', 'cxd6', 'Bxf4', 'Nxc2', 'Bxd6', 'Nxe1', 'Bxf8', 'Kxf8', 'Rxe1', 'Bf5', 'Kf3', 'Re8', 'Rd1', 'Be4+', 'Kf4', 'Re5', 'Rd8+', 'Ke7', 'Ra8', 'Kd7', 'Re8', 'Kd6', 'Rc8', 'Kd5', 'Rxc6']",61
3112,D00,,Trehassassin,SuoknuutiMax,549,496,1-0,180,Trehassassin won by resignation,2025.10.16,"['d4', 'd5', 'e3', 'Nc6', 'c3', 'Nf6', 'b4', 'e5', 'a4', 'exd4', 'cxd4', 'Qe7', 'b5', 'Qb4+', 'Bd2', 'Bg4', 'f3', 'Qb2', 'Nc3', 'Ne4', 'bxc6', 'Nxd2', 'fxg4', 'Qxc3', 'Rc1', 'Nxf1+', 'Kxf1', 'Qxe3', 'Nf3', 'Ba3', 'Rc2', 'O-O-O', 'Re2', 'Qc1', 'Qxc1', 'Bxc1', 'Ne1', 'Rhe8', 'Kf2', 'Rxe2+', 'Kxe2', 'Bb2', 'Kf2', 'Bxd4+', 'Kg3', 'Re8', 'Nc2', 'Be5+', 'Kf3', 'bxc6', 'h3', 'Kb7', 'Rb1+', 'Ka6', 'a5', 'Kxa5', 'Kf2', 'Bd4+', 'Nxd4']",59
3113,B01,,Secreadmirer88,SuoknuutiMax,512,488,1-0,180,Secreadmirer88 won on time,2025.10.16,"['e4', 'd5', 'd3', 'dxe4', 'dxe4', 'Qxd1+', 'Kxd1', 'Nf6', 'f3', 'Nc6', 'c3', 'e5', 'a3', 'Bc5', 'Nh3', 'O-O', 'Bc4', 'Re8', 'Re1', 'Bf5', 'Be3', 'Bg6', 'Bxc5']",23
3114,B01,,LeonAhK,SuoknuutiMax,466,496,0-1,180,SuoknuutiMax won - game abandoned,2025.10.16,"['e4', 'd5', 'Nf3', 'dxe4', 'Ng5', 'Nf6', 'd3', 'exd3', 'Qxd3', 'Qxd3', 'cxd3', 'Nc6', 'Ne4', 'Nxe4', 'dxe4', 'f5', 'Bb5', 'fxe4', 'Nc3', 'Bf5', 'Nd5', 'O-O-O', 'Bxc6', 'bxc6', 'Nf4', 'e5', 'Ne2', 'Bb4+', 'Nc3', 'Rd3', 'O-O', 'Bxc3', 'b3', 'Bxa1']",34
3115,C46,,SuoknuutiMax,gregtee,504,473,1-0,180,SuoknuutiMax won - game abandoned,2025.10.16,"['e4', 'e5', 'Nf3', 'd6', 'Nc3', 'Nc6', 'Bb5', 'f6', 'Nd5', 'Be6', 'O-O', 'Bxd5', 'exd5', 'a6', 'dxc6', 'bxc6', 'Bxc6+', 'Ke7', 'Bxa8', 'Qxa8', 'Qe2', 'g5', 'Qc4', 'c5', 'd3']",25
3116,B01,,SuoknuutiMax,AyawSaYag,514,514,1-0,180,SuoknuutiMax won - game abandoned,2025.10.16,"['e4', 'd5', 'Nf3', 'dxe4', 'Ne5', 'f6', 'Qh5+', 'g6', 'Nxg6', 'hxg6', 'Qxh8', 'Nh6', 'd3', 'Nf7', 'Qg8', 'Nh6', 'Bxh6', 'exd3', 'cxd3', 'Nc6', 'Bxf8', 'e5', 'Bg7+', 'Ke7', 'Qxd8+', 'Kxd8', 'Bxf6+', 'Ke8', 'Nc3', 'Nd4', 'O-O-O', 'e4', 'Bxd4']",33
3117,B01,,demetipek,SuoknuutiMax,542,506,1-0,180,demetipek won by resignation,2025.10.16,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'Nc6', 'Nb5', 'Nf6', 'd4', 'a6', 'Nc3', 'Bg4', 'Be2', 'h6', 'Nh4', 'Bxe2', 'Qxe2', 'Nxd4', 'Qd3', 'e5', 'Be3', 'Bc5', 'Bxd4', 'Bxd4', 'Ne2', 'O-O', 'Nf5', 'g6', 'Nfxd4', 'exd4', 'g4', 'Re8', 'g5', 'hxg5', 'h4', 'gxh4', 'Rxh4', 'Qe7', 'Rxd4', 'Rad8', 'Rxd8', 'Rxd8', 'Qh3', 'Ne4', 'f3', 'Nd2', 'Kf2', 'Qe6', 'Qh2', 'Qf5', 'Rh1', 'Qxf3+', 'Ke1', 'Qh5', 'Qxc7', 'Qxh1+', 'Kf2', 'Ne4+', 'Ke3', 'Rd2', 'Qc8+', 'Kg7', 'Ng3', 'Nxg3', 'Kxd2', 'Ne4+', 'Ke3', 'Qe1+', 'Kd4']",71
3118,C42,,SuoknuutiMax,luiyo1991,498,495,0-1,180,luiyo1991 won by resignation,2025.10.16,"['e4', 'e5', 'Nf3', 'Nf6', 'Nxe5', 'Nxe4', 'Qe2', 'Nf6', 'Nc6+', 'Be7', 'Nxd8', 'Kxd8', 'Nc3', 'Nc6', 'd3', 'Nd4', 'Qd2', 'b5', 'Qe3', 'Nxc2+', 'Kd2', 'Nxe3']",22
3119,D00,,degerndorfer,SuoknuutiMax,477,506,0-1,180,SuoknuutiMax won on time,2025.10.16,"['d4', 'd5', 'Bf4', 'Nc6', 'Nc3', 'Nf6', 'Nf3', 'Bg4', 'Ne5', 'Nxe5', 'Bxe5', 'Qd7', 'h3', 'Bh5', 'g4', 'Bg6', 'Bg2', 'h5', 'g5', 'Ne4', 'Nxe4', 'Bxe4', 'Bxe4', 'dxe4', 'Qd2', 'Qf5', 'h4', 'O-O-O', 'a4', 'f6', 'Bg3', 'fxg5', 'hxg5', 'e5', 'Bxe5', 'Bd6', 'Bxd6', 'Rxd6', 'b4', 'Rhd8', 'c3', 'g6', 'b5', 'Qd5', 'Rh4', 'Qb3', 'Ra2', 'Qd1+', 'Qxd1', 'Rxd4', 'cxd4', 'Rxd4', 'Qxd4', 'c6', 'Qh8+', 'Kc7']",56
3120,B00,,Trowe88,SuoknuutiMax,526,498,1-0,180,Trowe88 won by checkmate,2025.10.16,"['e4', 'd5', 'e5', 'Nc6', 'd4', 'f6', 'Nf3', 'fxe5', 'dxe5', 'Bg4', 'Bf4', 'g6', 'h3', 'Bh5', 'g4', 'Nd4', 'Nxd4', 'Bxg4', 'hxg4', 'Qd6', 'exd6', 'O-O-O', 'Bb5', 'Re8', 'Ne6', 'Nf6', 'Nxf8', 'Nxg4', 'Qxg4+', 'Kb8', 'Bxe8', 'Ka8', 'Qc8#']",33
3121,A04,,SuoknuutiMax,yajuref12,498,502,1/2-1/2,180,Game drawn by repetition,2025.10.16,"['e4', 'b6', 'Nf3', 'Bb7', 'Nc3', 'Nf6', 'd4', 'e6', 'e5', 'Ng8', 'd5', 'Bb4', 'dxe6', 'dxe6', 'Qxd8+', 'Kxd8', 'Ng5', 'Nh6', 'Nf3', 'Ng8', 'Ng5', 'Nh6', 'Nf3', 'Ng8']",24
3122,B00,,SuoknuutiMax,Sopeloss,506,500,1-0,180,SuoknuutiMax won on time,2025.10.16,"['e4', 'd5', 'Nf3', 'Nc6', 'Ne5', 'dxe4', 'Nxc6', 'bxc6', 'Qe2', 'Nf6', 'Nc3', 'e5', 'Nxe4', 'Bb4', 'Nxf6+', 'Qxf6', 'c3', 'Bc5', 'd4', 'Bd6', 'g3', 'O-O', 'dxe5', 'Bxe5', 'Qh5', 'Qe6', 'Qg5', 'Bd4+', 'Be3', 'Bxe3', 'Qxe3', 'Rb8', 'Qxe6', 'Bxe6', 'b4', 'Rfe8', 'O-O-O', 'Bd5', 'Rg1', 'g6', 'a3', 'a6', 'Bxa6', 'Rb6', 'Bf1', 'Bb3', 'Rd7', 'Be6', 'Rxc7', 'Bg4', 'Bg2', 'Ra6', 'Rxc6', 'Rxa3', 'Kb2', 'Ra4', 'Kb3', 'Raa8', 'c4', 'Rac8', 'Rxc8', 'Rxc8', 'c5', 'Rd8', 'Kc4', 'Be6+', 'Kb5', 'Rb8+', 'Ka4', 'Ra8+', 'Kb5', 'Rb8+', 'Kc6', 'Rxb4', 'Rd1', 'Kg7', 'Bd5', 'Bxd5+', 'Rxd5', 'Rb8', 'Kd6', 'Rd8+', 'Ke5', 'Re8+', 'Kd4', 'Kf6', 'c6', 'Ke6', 'c7', 'Rc8', 'Rc5', 'Kd6', 'Kc4', 'Rxc7', 'Rxc7', 'Kxc7', 'Kd4', 'Kd6', 'Ke4', 'Ke6', 'Kf4', 'g5+', 'Kg4', 'Kf6', 'h3', 'Kg6', 'f3', 'f6', 'h4']",109
3123,B01,,amirho1414,SuoknuutiMax,498,514,0-1,180,SuoknuutiMax won by resignation,2025.10.16,"['e4', 'd5', 'exd5', 'Qxd5', 'Nf3', 'Qd8', 'Nc3', 'Nc6', 'Bc4', 'Nf6', 'O-O', 'e5', 'Re1', 'Bd6', 'Ng5', 'Be6', 'Bxe6', 'fxe6', 'Nxe6', 'Qe7', 'Ng5', 'O-O-O', 'd3', 'Bb4', 'Bd2', 'a6', 'a3', 'Ba5', 'b4', 'Bb6', 'd4', 'Nxd4', 'Bf4', 'Nf3+', 'Nxf3', 'Rxd1', 'Raxd1', 'Bd4', 'Nxd4', 'Rd8', 'Rxe5', 'Qd7', 'Nde2', 'Qxd1+']",44
3124,D00,,kramsingh,SuoknuutiMax,529,506,1-0,180,kramsingh won by resignation,2025.10.16,"['d4', 'd5', 'Nc3', 'Nc6', 'Nf3', 'Bg4', 'Bf4', 'Nf6', 'e3', 'Ne4', 'h3', 'Nxc3', 'bxc3', 'Bh5', 'Bb5', 'Qd7', 'O-O', 'O-O-O', 'Re1', 'h6', 'Be5', 'Nxe5', 'Bxd7+', 'Kxd7', 'Nxe5+']",25
3125,B01,,barraganteng12,SuoknuutiMax,488,514,0-1,180,SuoknuutiMax won on time,2025.10.16,"['e4', 'd5', 'Nc3', 'dxe4', 'Nxe4', 'Nc6', 'd3', 'Bf5', 'Be2', 'e5', 'Nf3', 'Bc5', 'O-O', 'Bxe4', 'dxe4', 'Qf6', 'Bb5', 'Rd8', 'Bxc6+', 'bxc6', 'Qe2', 'Ne7', 'Bg5', 'Qg6', 'Rad1', 'Rxd1', 'Rxd1', 'O-O', 'Nxe5', 'Qxg5', 'Nxc6', 'Nxc6', 'Qb5', 'Rd8', 'Rxd8+', 'Nxd8', 'Qe8+', 'Bf8', 'h3', 'Qe7', 'Qa4', 'f6', 'b4', 'Qxb4', 'Qxb4', 'Bxb4', 'f4', 'Kf7', 'Kf2', 'Nc6', 'Ke2', 'Ke6', 'g3', 'Nd4+', 'Kd3', 'Nf3', 'Kc4', 'Bd6', 'c3', 'Ng1', 'h4', 'Ne2', 'Kb3', 'Nxg3', 'a3', 'Nxe4', 'a4', 'Bxf4', 'c4', 'Bg3', 'Kb4', 'Bxh4', 'a5', 'g5', 'Kb5', 'Nc3+', 'Ka6', 'Bf2', 'Kb7', 'g4', 'a6', 'g3', 'c5', 'g2', 'Kxa7', 'g1=R', 'Kb7', 'Bxc5', 'a7', 'Ra1', 'Kc6', 'Bxa7', 'Kxc7', 'Rd1', 'Kb7', 'Nb5', 'Ka6', 'Na3', 'Kxa7', 'Rc1', 'Kb7', 'Kd6']",102
3126,A04,,SuoknuutiMax,agtptejdjdkkdkd,507,547,0-1,180,agtptejdjdkkdkd won by resignation,2025.10.16,"['e4', 'b6', 'Nf3', 'Bb7', 'Nc3', 'Nc6', 'd4', 'Nb4', 'Qd2', 'e6', 'Nb5', 'Bxe4', 'Qxb4', 'Bxb4+']",14
3127,C65,,SuoknuutiMax,Diyardi,516,512,1-0,180,SuoknuutiMax won by resignation,2025.10.16,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'Bxc6', 'bxc6', 'Nxe5', 'Bd6', 'Nf3', 'Nxe4', 'Qe2', 'Qe7', 'd3', 'Nf6', 'Qxe7+', 'Bxe7', 'O-O', 'O-O', 'Re1', 'Re8', 'Bg5', 'Ba6', 'Bxf6', 'Bxf6', 'Rxe8+', 'Rxe8', 'Nc3', 'd5', 'Re1', 'Rxe1+', 'Nxe1', 'd4', 'Ne4', 'Be7', 'Nf3', 'c5', 'Ne5', 'Bf6', 'f4', 'Bxe5', 'fxe5', 'Bb7', 'Nxc5', 'Bd5', 'c4', 'Be6', 'b3', 'c6', 'Nxe6', 'fxe6', 'Kf2', 'Kf7', 'Kf3', 'c5', 'Ke4', 'g6', 'a3', 'a5', 'Kf3', 'Ke7', 'Ke2', 'Kd7', 'Kd2', 'Kc6', 'Kc2', 'Kb6', 'b4', 'axb4', 'axb4', 'cxb4', 'Kb3', 'Kc5', 'g3', 'h6', 'h3', 'g5', 'g4', 'Kc6', 'Kxb4', 'Kb6', 'c5+', 'Kc6', 'Kc4', 'Kc7', 'Kxd4', 'Kc6', 'Kc4', 'Kc7', 'd4', 'Kc6', 'Kd3', 'Kd5', 'Ke3', 'Kc6', 'Ke4', 'Kd7', 'd5', 'exd5+', 'Kxd5', 'Ke7', 'c6', 'Kd8', 'Kd6', 'Kc8', 'e6', 'Kd8', 'e7+', 'Ke8', 'c7', 'Kf7', 'c8=Q']",113
3128,B01,,SuoknuutiMax,reallykahlil,524,523,1-0,180,SuoknuutiMax won - game abandoned,2025.10.16,"['e4', 'd5', 'Nf3', 'dxe4', 'Ne5', 'b6', 'Qh5', 'Nh6', 'd4', 'exd3', 'Bxh6', 'g6', 'Qg5', 'Bxh6', 'Qxh6', 'Bb7', 'Bxd3', 'Bxg2', 'Bc4', 'Rf8', 'Rg1', 'Bd5', 'Bxd5', 'Qxd5', 'f4', 'Nd7', 'Nxd7', 'Qxd7', 'Nc3', 'Qe6+', 'Ne2', 'Rg8', 'Qxh7', 'O-O-O', 'Rd1', 'Qxa2', 'Rxd8+', 'Kxd8', 'Qxg8+', 'Kd7', 'b3', 'Qxc2', 'Qxf7', 'Qb1+', 'Kf2', 'Qa2', 'Rxg6']",47
3129,B01,,Irbis1972,SuoknuutiMax,536,532,0-1,180,SuoknuutiMax won by checkmate,2025.10.16,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'Nc6', 'd4', 'Nf6', 'd5', 'Nb8', 'Bg5', 'c6', 'Bxf6', 'gxf6', 'dxc6', 'Nxc6', 'Qxd8+', 'Nxd8', 'O-O-O', 'Nc6', 'Bb5', 'Bd7', 'Bxc6', 'Bxc6', 'Nd4', 'O-O-O', 'Nf5', 'Rxd1+', 'Rxd1', 'Bd7', 'Nd5', 'Bxf5', 'Ne3', 'e6', 'g4', 'Bg6', 'h4', 'Bc5', 'Nc4', 'Bxf2', 'Nd6+', 'Kc7', 'Nb5+', 'Kb6', 'Nc3', 'Bxh4', 'Kb1', 'f5', 'gxf5', 'Bxf5', 'Ne2', 'Bg4', 'Rd2', 'Bxe2', 'Rxe2', 'Rg8', 'a3', 'Rg1+', 'Ka2', 'Re1', 'Rh2', 'Re4', 'c3', 'h6', 'Kb3', 'Bg5', 'c4', 'Kc5', 'a4', 'a6', 'Rc2', 'f5', 'Ka3', 'f4', 'b4+', 'Kd4', 'c5', 'f3', 'Rd2+', 'Kc3', 'Rf2', 'Re3', 'a5', 'Kc4+', 'Ka4', 'h5', 'Rc2+', 'Rc3', 'Rf2', 'Bh4', 'Rxf3', 'Rxf3', 'b5', 'axb5#']",96
